Код_товара,Название_позиции,Поисковые_запросы,Описание,Тип_товара,Цена,Цена от,Ярлык,HTML_заголовок,HTML_описание,HTML_ключевые_слова,Валюта,Скидка,Cрок действия скидки от,Cрок действия скидки до,Единица_измерения,Минимальный_объем_заказа,Оптовая_цена,Минимальный_заказ_опт,Ссылка_изображения,Наличие,Количество,Производитель,Страна_производитель,Номер_группы,Адрес_подраздела,Возможность_поставки,Срок_поставки,Способ_упаковки,Личные_заметки,Продукт_на_сайте,Идентификатор_товара,Уникальный_идентификатор,Идентификатор_подраздела,Идентификатор_группы,Подарки,Сопутствующие,ID_группы_разновидностей,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики
defence-zsu-bercy,Defence ZSU берцы,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p> Defence ZSU берцы- демисезонная модель высоких ботинок от ТМ Скади.<br/>
 Лёгкие, удобные, язык-клапан.<br/>
b4-blue-botinki,B4-BLUE ботинки походные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки B4 подходят для пеших прогулок, охоты и активного движения.</p>
<p>Модель — ботинки походные B4-BLUE</p>
<p>Цвет — синий</p>
<p>Основа верха — кожа CRAZY HORSE 1.8 мм</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или слимтекс с неопреном для зимы</p>
<p>Подошва — ТЭП (вакуумная вулканизация),со специальной антискользящей технологией Multicontrol Tech</p>
<p>Особенности — прочная кожа CRAZY HORSE, в сочетании с материалом Mimosa, обеспечивает комфорт при ношении даже в сложных условиях;</p>
<p>защитные элементы из тертой кожи на носках, увеличивающие срок эксплуатации обуви;</p>
<p>мягкий вшитый язык и подушечка по верху ботинок надежно фиксируют и препятствуют попаданию грязи вовнутрь.</p>
</div>",r,1370.00,,,,,,UAH,,,,шт,,,,,+,,,,,,,,,,https://skadi.net.ua/product/b4-blue-botinki-pohodnye/,b4-blue-botinki,,,Ботинки,,,,,,,B4,,Модель,Ботинки,,Вид обуви,Синий,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Mimoza, Тертая кожа на носке",,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b5-green-botinki,B5-GREEN ботинки трекинговые,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки B5 подходят для прогулок, трекинга по пересеченной местности или для повседневной носки, отлично зарекомендовали себя среди приверженцев активного отдыха.</p>
<p>Модель — ботинки трекинговые B5-GREEN</p>
<p>Цвет — зеленый</p>
<p>Основа верха — гидрофобный флотар 1.8 мм</p>
<p>Вставка — Cordura</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или современный утеплитель Winterfrost для зимы</p>
<p>Подошва — ТЭП (вакуумная вулканизация)</p>
<p>Особенности — сочетание воздушного материала Mimosa и плотного флотара делает модель легкой и прочной;</p>
<p>усиленный носок с загнутой формованной подошвой убережет стопу от мелких травм;</p>
<p>вшитый язык защищает от грязи;</p>
<p>оригинальная шнуровка надежно фиксирует голеностоп, не мешая при этом движению.</p>
</div>",r,1410.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/b5-green-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b5-green-botinki1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b5-green-botinki-trekingovye/,b5-green-botinki,,,Ботинки,,,,,,,B5,,Модель,Ботинки,,Вид обуви,Зеленый,,Основной цвет,Кожа Flotar,,Материал верха,"Cordura, Тертая кожа на носке",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b5-olive-botinki,B5-OLIVE ботинки трекинговые,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки B5 подходят для прогулок, трекинга по пересеченной местности или для повседневной носки, отлично зарекомендовали себя среди приверженцев активного отдыха.</p>
<p>Модель — ботинки трекинговые B5-OLIVE</p>
<p>Цвет — олива</p>
<p>Основа верха — гидрофобный флотар 1.8 мм</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или Winterfrost для зимы</p>
<p>Подошва — ТЭП (вакуумная вулканизация)</p>
<p>Особенности — сочетание воздушного материала Mimosa и плотного флотара делает модель легкой и прочной;</p>
<p>усиленный носок с загнутой формованной подошвой убережет стопу от мелких травм;</p>
<p>вшитый язык защищает от грязи;</p>
<p>оригинальная шнуровка надежно фиксирует голеностоп, не мешая при этом движению.</p>
</div>",r,1410.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/b5-olive-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b5-olive-botinki1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/b5-olive-botinki2-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b5-olive-botinki-trekingovye/,b5-olive-botinki,,,Ботинки,,,,,,,B5,,Модель,Ботинки,,Вид обуви,Олива,,Основной цвет,Кожа Flotar,,Материал верха,"Mimoza, Тертая кожа на носке",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b8-coyote-botinki,B8-COYOTE ботинки с тиснением,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки B8 идеально подходят для активных туристов и однодневных походов по пересеченной местности.</p>
<p>Модель — ботинки с тиснением B8-COYOTE</p>
<p>Цвет — койот</p>
<p>Основа верха — натуральная кожа CRAZY HORSE 1.8 мм</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или Winterfrost для зимы</p>
<p>Подошва — ТЭП  (вакуумная вулканизация)</p>
<p>Особенности — вставки из материала  Mimosa обеспечивают всепогодный комфорт  в сочетании с водонепроницаемостью кожи;</p>
<p>тиснение на коже ( изнутри залито силиконом) служит не только в качестве украшения, но и поддерживает стопу во время интенсивных нагрузок;</p>
<p>вшитый язык предотвращает попадание грязи.</p>
</div>",r,1480.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/08/b8-coyote-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b8-coyote-botinki1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b8-coyote-botinki-demisezonnye/,b8-coyote-botinki,,,Ботинки,,,,,,,B8,,Модель,Ботинки,,Вид обуви,Койот,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Mimoza, Силиконовое тиснение, Тертая кожа на носке и заднике",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b6-gray-botinki,B6-GRAY ботинки спортивные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Дизайн обуви обеспечивает хорошую поддержку при ходьбе с нагрузками. Также гарантирует защиту от влаги благодаря материалу Cordura 1000D ,  сохраняя при этом воздухопроницаемость.</p>
<p>Модель — спортивные ботинки B6-GRAY</p>
<p>Цвет — комбинированный серый</p>
<p>Основа верха — комбинирован из натуральной кожи CRAZY HORSE 1.8 мм и замши</p>
<p>Вставка — Mimosa</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или слимтекс с неопреном для зимы</p>
<p>Подошва — ТЭП  (вакуумная вулканизация), с двухслойным цепким протектором.</p>
<p>Особенности — пятка и носок усиленны специально обработанной кожей. Она скрывает появляющиеся царапины и потертости, поддерживает ступню в правильном положении. Глухой, вшитый язык сохраняет ваши ноги в сухости и комфорте.</p>
</div>",r,1500.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki5-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki4-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki2-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-gray-botinki1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b6-gray-botinki-demisezonnye/,b6-gray-botinki,,,Ботинки,,,,,,,B6,,Модель,Ботинки,,Вид обуви,Серый,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Mimoza, Тертая кожа на носке и заднике",,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b6-black-botinki,B6-BLACK ботинки спортивные,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Дизайн обуви обеспечивает хорошую поддержку при ходьбе с нагрузками. Также гарантирует защиту от влаги благодаря материалу Cordura 1000D ,  сохраняя при этом воздухопроницаемость.</p>
<p>Модель — спортивные ботинки B6-BLACK</p>
<p>Цвет — черный</p>
<p>Основа верха — комбинирован из натуральной кожи CRAZY HORSE 1.8 мм и замши.</p>
<p>Вставка — Cordura 1000D.</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или слимтекс с неопреном для зимы.</p>
<p>Подошва — ТЭП  (вакуумная вулканизация), с двухслойным цепким протектором.</p>
<p>Особенности — пятка и носок усиленны специально обработанной кожей, которая скрывает появляющиеся царапины и потертости, увеличивает жесткость и поддерживает ступню в правильном положении.</p>
<p>Глухой, вшитый язык сохраняет ваши ноги в сухости и комфорте.</p>
</div>",r,1500.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/08/b6-black-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/08/b6-black-botinki1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b6-black-botinki-demisezonnye/,b6-black-botinki,,,Ботинки,,,,,,,B6,,Модель,Ботинки,,Вид обуви,Черный,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,"Кожа Suede (Замша), Тертая кожа на носке и заднике",,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
b8-green-botinki,B8-GREEN ботинки с тиснением,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Ботинки B8 идеально подходят для активных туристов и однодневных походов по пересеченной местности.<br/>
 Модель — ботинки с тиснением B8-GREEN.<br/>
Цвет — зеленый.<br/>
Основа верха — натуральная кожа Nubuck 1.8 мм.<br/>
Вставка — Mimosa.<br/>
Подкладка — трехслойная сетка с повышенной износостойкостью в демисезонном варианте, мех набивной или Winterfrost для зимы.<br/>
Подошва — ТЭП  (вакуумная вулканизация).</p>
<p>Особенности — вставки из материала  Mimosa обеспечивают всепогодный комфорт  в сочетании с водонепроницаемостью кожи; тиснение на коже ( изнутри залито силиконом) служит не только в качестве украшения, но и поддерживает стопу во время интенсивных нагрузок; вшитый язык предотвращает попадание грязи. </p>
</div>",r,1480.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki2-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki9-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki8-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki7-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki6-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki5-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/07/b8-green-botinki4-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/b8-green-botinki-demisezonnye/,b8-green-botinki,,,Ботинки,,,,,,,B8,,Модель,Ботинки,,Вид обуви,Зеленый,,Основной цвет,Кожа Crazy Horse,,Материал верха,"Mimoza, Силиконовое тиснение, Тертая кожа на носке и заднике",,Вставки,Сетка с утеплением,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,Весна / Осень,,Сезон,Skadi,,Бренд
k2-zsu-kedy,K2-ZSU кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K2- демисезонная модель кед с высокими берцами.</p>
<p>Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p>Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p>Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/05/k2-zsu-kedy-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2019/05/k2-zsu-kedy1-600x450.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-zsu-kedy-takticheskie/,k2-zsu-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,ЗСУ,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k2-atax-kedy,K2-ATAX кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K2- демисезонная модель кед с высокими берцами.</p>
<p>Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p>Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p>Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/05/k2-atax-kedy-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2019/05/k2-atax-kedy1-600x450.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-atax-kedy-takticheskie/,k2-atax-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,Атакс,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k2-olive-kedy,K2-OLIVE кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K2- демисезонная модель кед с высокими берцами.</p>
<p> Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p> Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p> Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k2-olive-kedy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-olive-kedy1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-olive-kedy-takticheskie/,k2-olive-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,Олива,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k2-brown-kedy,K2-BROWN кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K2- демисезонная модель кед с высокими берцами.</p>
<p>Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p>Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p>Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-kedy-600x450.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-kedy1-600x450.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-brown-kedy-takticheskie/,k2-brown-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,Коричневый,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k2-b-pixel-kedy,K2-B.PIXEL кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p> K2- демисезонная модель кед с высокими берцами.</p>
<p> Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p> Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p> Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-pixsel-kedy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-pixsel-kedy1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-pixsel-kedy4-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-pixsel-kedy5-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-brown-pixsel-kedy6-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-b-pixel-kedy-takticheskie/,k2-b-pixel-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,Коричневый пиксель,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k2-black-kedy,K2-BLACK кеды тактические,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K2- демисезонная модель кед с высокими берцами.</p>
<p> Кеды имеют удлиненный верх из кордуры с кожаными вставками. Подкладочная сетка в сочетании с кордурой дарят вашим ногам сухость и комфорт.</p>
<p> Шнуровка спереди обеспечивает идеальную и плотную посадку.</p>
<p> Прочная резиновая подошва легкая и устойчивая к истиранию, прослужит не один сезон.</p>
</div>",r,1040.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k2-black-kedy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-black-kedy3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-black-kedy1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k2-black-kedy2-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k2-black-kedy-takticheskie/,k2-black-kedy,,,Кеды,,,,,,,K2,,Модель,Кеды,,Вид обуви,Черный,,Основной цвет,"Кожа Crazy Horse, Ткань Cordura",,Материал верха,Сетка износостойкая,,Подкладка,"Весна / Осень, Прохладное лето",,Сезон,Skadi,,Бренд
k1-black-kedy,K1-BLACK кеды высокие,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K1-BLACK кеды высокие для тренировок в зале, бега.</p>
<p>Кеды из проверенного материала Cordura и натуральной кожи Crazy. Они практичные, легкие, воздухопроницаемые.</p>
<p>Традиционная система шнуровки с регулируемым ремешком на щиколотке для надежной фиксации.<br/>
Подкладка дышащая сетка с антимикробными свойствами, поддерживающая здоровый микроклимат.<br/>
Устойчивая к скольжению подошва. Оснащена специальным рисунком для лучшего сцепления.</p>
<p>Черные кеды стильно смотрятся с джинсами, байкерскими штанами.</p>
</div>",r,1300.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k1-black-kedy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k1-black-kedy1-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k1-black-kedy-vysokie/,k1-black-kedy,,,Кеды,,,,,,,K1,,Модель,Кеды,,Вид обуви,Черный,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Лето, Прохладное лето",,Сезон,Skadi,,Бренд
k1-brown-kedy,K1-BROWN кеды высокие,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>K1-BROWN кеды высокие для тренировок в зале, бега.</p>
<p>Кеды из проверенного материала Cordura и натуральной кожи Crazy. Они практичные, легкие, воздухопроницаемые.</p>
<p>Традиционная система шнуровки с регулируемым ремешком на щиколотке для надежной фиксации.</p>
<p>Синтетическая антимикробная подкладка обладает отличной воздухопроницаемостью.</p>
<p>Устойчивая к скольжению подошва. Оснащена специальным рисунком для лучшего сцепления.</p>
</div>",r,1300.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2018/10/k1-brown-kedy-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k1-brown-kedy1-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k1-brown-kedy2-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k1-brown-kedy3-600x600.jpg, https://skadi.net.ua/wp-content/uploads/2018/10/k1-brown-kedy4-600x600.jpg",+,,,,,,,,,,https://skadi.net.ua/product/k1-brown-kedy-vysokie/,k1-brown-kedy,,,Кеды,,,,,,,K1,,Модель,Кеды,,Вид обуви,Коричневый,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Лето, Прохладное лето",,Сезон,Skadi,,Бренд
2001-atax-krossovki,2001-ATAX кроссовки для военных,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Тактические кроссовки специально разрабатывались для военизированных и силовых структур. Они отличаются повышенной износостойкостью и прочностью. Не сковывают при движении, легкие и удобные в носке.<br/>
Их заказывают не только военные и охранники, они пользуются спросом и у туристов, особенно для холодного лета.</p>
<p>Модель — тактические кроссовки 2001-ATAX</p>
<p>Цвет — коричневый</p>
<p>Основа верха — натуральная кожа CRAZY HORSE 1.8 мм</p>
<p>Вставка — Cordura 1000D</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью</p>
<p>Подошва — ТЭП Vibram (вакуумная вулканизация)</p>
<p>Особенности — воздухопроницаемая и влагостойкая синтетическая ткань Cordura 1000D уменьшает вес обуви и держит ваши ноги в сухости и комфорте.</p>
</div>",r,950.00,,,,,,UAH,,,,шт,,,,"https://skadi.net.ua/wp-content/uploads/2019/07/2001-atax-krossovki1-600x452.jpg, https://skadi.net.ua/wp-content/uploads/2019/07/2001-atax-krossovki1-1-600x452.jpg, https://skadi.net.ua/wp-content/uploads/2019/07/2001-atax-krossovki2-600x451.jpg",+,,,,,,,,,,https://skadi.net.ua/product/2001-atax-krossovki-dlya-voennyh/,2001-atax-krossovki,,,Кроссовки,,,,,,,2001,,Модель,Кроссовки,,Вид обуви,Атакс,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Лето, Прохладное лето",,Сезон,Skadi,,Бренд
2001-zsu-krossovki,2001-ZSU кроссовки для военных,,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"">
<h2>Описание</h2>
<p>Тактические кроссовки специально разрабатывались для военизированных и силовых структур. Они отличаются повышенной износостойкостью и прочностью. Не сковывают при движении, легкие и удобные в носке.<br/>
Их заказывают не только военные и охранники, они пользуются спросом и у туристов, особенно для холодного лета.</p>
<p>Модель — тактические кроссовки 2001-ZSU</p>
<p>Цвет — коричневый</p>
<p>Основа верха — натуральная кожа CRAZY HORSE 1.8 мм</p>
<p>Вставка — Cordura 1000D</p>
<p>Подкладка — трехслойная сетка с повышенной износостойкостью</p>
<p>Подошва — ТЭП Vibram (вакуумная вулканизация)</p>
<p>Особенности — воздухопроницаемая и влагостойкая синтетическая ткань Cordura 1000D уменьшает вес обуви и держит ваши ноги в сухости и комфорте.</p>
</div>",r,950.00,,,,,,UAH,,,,шт,,,,,+,,,,,,,,,,https://skadi.net.ua/product/2001-zsu-krossovki-dlya-voennyh/,2001-zsu-krossovki,,,Кроссовки,,,,,,,2001,,Модель,Кроссовки,,Вид обуви,ЗСУ,,Основной цвет,Кожа Crazy Horse,,Материал верха,Cordura,,Вставки,Сетка износостойкая,,Подкладка,ТЭП (вакуумная вулканизация),,Подошва,"Весна / Осень, Лето, Прохладное лето",,Сезон,Skadi,,Бренд
